file_audio;room_type;volume_m3;t30_1000Hz;t30_2000Hz;t30_4000Hz;t30_broadband
biblioteca_variants_150/biblioteca_037.wav;biblioteca;491.131;0.94;0.708;0.72;1.197
biblioteca_variants_150/biblioteca_038.wav;biblioteca;426.651;2.642;2.831;2.107;2.44
biblioteca_variants_150/biblioteca_039.wav;biblioteca;479.582;2.928;2.973;2.968;2.257
biblioteca_variants_150/biblioteca_040.wav;biblioteca;403.128;1.473;1.04;0.979;1.694
biblioteca_variants_150/biblioteca_041.wav;biblioteca;388.883;1.548;1.449;1.352;1.544
biblioteca_variants_150/biblioteca_042.wav;biblioteca;455.806;4.331;4.387;2.867;4.403
biblioteca_variants_150/biblioteca_043.wav;biblioteca;433.973;0.882;0.863;0.704;1.127
biblioteca_variants_150/biblioteca_044.wav;biblioteca;453.222;1.992;1.99;1.978;1.894
biblioteca_variants_150/biblioteca_045.wav;biblioteca;425.284;5.407;5.426;2.65;2.922
biblioteca_variants_150/biblioteca_046.wav;biblioteca;462.072;1.129;1.133;0.703;1.025
biblioteca_variants_150/biblioteca_047.wav;biblioteca;334.905;4.731;4.029;2.936;3.238
biblioteca_variants_150/biblioteca_048.wav;biblioteca;413.64;2.559;2.721;2.209;2.096
biblioteca_variants_150/biblioteca_049.wav;biblioteca;423.851;0.926;0.742;0.615;0.737
biblioteca_variants_150/biblioteca_050.wav;biblioteca;384.765;3.979;4.624;1.333;2.236
biblioteca_variants_150/biblioteca_051.wav;biblioteca;428.484;2.008;2.695;2.705;2.066
biblioteca_variants_150/biblioteca_052.wav;biblioteca;406.335;1.578;1.148;0.855;0.786
biblioteca_variants_150/biblioteca_053.wav;biblioteca;383.554;3.611;3.864;3.609;3.618
biblioteca_variants_150/biblioteca_054.wav;biblioteca;433.484;0.788;0.759;0.728;1.143
biblioteca_variants_150/biblioteca_055.wav;biblioteca;400.557;1.288;1.286;1.287;1.185
biblioteca_variants_150/biblioteca_056.wav;biblioteca;429.016;1.236;0.982;0.986;1.451
biblioteca_variants_150/biblioteca_057.wav;biblioteca;430.45;1.804;1.804;1.803;1.797
biblioteca_variants_150/biblioteca_058.wav;biblioteca;362.692;4.647;4.449;3.88;4.579
biblioteca_variants_150/biblioteca_059.wav;biblioteca;368.007;4.829;3.433;2.635;3.622
biblioteca_variants_150/biblioteca_060.wav;biblioteca;439.748;1.186;0.77;0.659;0.666
biblioteca_variants_150/biblioteca_061.wav;biblioteca;497.976;1.289;1.284;1.538;0.996
biblioteca_variants_150/biblioteca_062.wav;biblioteca;383.668;2.535;2.561;2.585;2.617
biblioteca_variants_150/biblioteca_063.wav;biblioteca;391.549;0.956;0.872;0.958;0.996
biblioteca_variants_150/biblioteca_064.wav;biblioteca;375.755;1.6;1.919;1.63;1.675
biblioteca_variants_150/biblioteca_065.wav;biblioteca;495.025;0.711;0.55;0.445;0.798
biblioteca_variants_150/biblioteca_066.wav;biblioteca;390.601;2.112;2.091;2.089;2.125
biblioteca_variants_150/biblioteca_067.wav;biblioteca;376.519;0.773;0.594;0.516;0.675
biblioteca_variants_150/biblioteca_068.wav;biblioteca;506.726;3.242;3.62;3.256;2.374
biblioteca_variants_150/biblioteca_069.wav;biblioteca;482.521;4.061;3.312;2.622;1.827
biblioteca_variants_150/biblioteca_070.wav;biblioteca;457.344;0.775;0.766;0.77;0.773
biblioteca_variants_150/biblioteca_071.wav;biblioteca;440.948;2.956;3.106;3.093;3.052
biblioteca_variants_150/biblioteca_072.wav;biblioteca;500.785;1.03;0.978;0.967;1.471
biblioteca_variants_150/biblioteca_073.wav;biblioteca;386.272;1.779;1.68;1.317;1.376
biblioteca_variants_150/biblioteca_074.wav;biblioteca;402.248;2.102;2.108;2.105;2.107
biblioteca_variants_150/biblioteca_075.wav;biblioteca;470.87;1.796;1.839;1.844;1.844
biblioteca_variants_150/biblioteca_076.wav;biblioteca;445.005;2.171;2.27;2.257;1.435
biblioteca_variants_150/biblioteca_077.wav;biblioteca;410.67;4.398;2.364;1.394;2.362
biblioteca_variants_150/biblioteca_078.wav;biblioteca;441.041;0.838;0.836;0.832;1.053
biblioteca_variants_150/biblioteca_079.wav;biblioteca;402.26;6.959;6.358;2.469;4.353
biblioteca_variants_150/biblioteca_080.wav;biblioteca;499.053;1.484;1.481;0.937;0.617
biblioteca_variants_150/biblioteca_081.wav;biblioteca;377.581;2.56;3.834;3.62;2.955
biblioteca_variants_150/biblioteca_082.wav;biblioteca;369.865;3.06;2.977;2.658;2.672
biblioteca_variants_150/biblioteca_083.wav;biblioteca;363.833;3.754;3.792;3.175;3.183
biblioteca_variants_150/biblioteca_084.wav;biblioteca;467.614;2.781;2.84;2.392;2.398
biblioteca_variants_150/biblioteca_085.wav;biblioteca;400.258;2.858;2.881;2.159;2.174
biblioteca_variants_150/biblioteca_086.wav;biblioteca;321.728;0.547;0.53;0.436;0.446
biblioteca_variants_150/biblioteca_087.wav;biblioteca;414.475;2.695;2.673;2.683;2.697
biblioteca_variants_150/biblioteca_088.wav;biblioteca;456.901;2.735;2.875;3.207;3.231
biblioteca_variants_150/biblioteca_089.wav;biblioteca;335.67;2.078;2.668;2.71;2.263
biblioteca_variants_150/biblioteca_090.wav;biblioteca;444.882;1.385;1.381;1.379;0.775
biblioteca_variants_150/biblioteca_091.wav;biblioteca;375.815;3.621;3.649;3.632;3.666
biblioteca_variants_150/biblioteca_092.wav;biblioteca;372.301;1.377;1.376;1.376;1.378
biblioteca_variants_150/biblioteca_093.wav;biblioteca;439.191;1.674;1.672;1.678;1.673
biblioteca_variants_150/biblioteca_094.wav;biblioteca;454.525;1.155;0.725;0.661;1.118
biblioteca_variants_150/biblioteca_095.wav;biblioteca;396.004;5.045;4.368;3.287;4.34
biblioteca_variants_150/biblioteca_096.wav;biblioteca;469.651;1.951;1.978;0.981;1.571
biblioteca_variants_150/biblioteca_097.wav;biblioteca;449.134;2.866;2.92;2.395;2.521
biblioteca_variants_150/biblioteca_098.wav;biblioteca;460.892;0.806;0.802;0.806;0.806
biblioteca_variants_150/biblioteca_099.wav;biblioteca;426.442;2.806;3.455;3.132;3.208
biblioteca_variants_150/biblioteca_100.wav;biblioteca;400.002;3.002;3.018;2.975;1.654
biblioteca_variants_150/biblioteca_101.wav;biblioteca;360.861;4.171;2.654;0.732;2.66
biblioteca_variants_150/biblioteca_102.wav;biblioteca;455.713;7.013;5.055;3.237;5.382
biblioteca_variants_150/biblioteca_103.wav;biblioteca;375.35;1.537;1.536;1.534;1.536
biblioteca_variants_150/biblioteca_104.wav;biblioteca;477.933;2.584;2.595;1.842;2.617
biblioteca_variants_150/biblioteca_105.wav;biblioteca;456.149;2.753;2.724;2.723;2.445
biblioteca_variants_150/biblioteca_106.wav;biblioteca;445.064;2.593;1.87;0.722;1.378
biblioteca_variants_150/biblioteca_107.wav;biblioteca;519.503;2.522;2.537;0.706;1.465
biblioteca_variants_150/biblioteca_108.wav;biblioteca;422.255;2.177;1.245;0.71;1.236
biblioteca_variants_150/biblioteca_109.wav;biblioteca;405.954;0.796;0.761;0.587;1.121
biblioteca_variants_150/biblioteca_110.wav;biblioteca;465.362;4.241;4.281;2.376;2.384
biblioteca_variants_150/biblioteca_111.wav;biblioteca;478.757;1.114;0.901;0.662;1.726
biblioteca_variants_150/biblioteca_112.wav;biblioteca;362.984;0.835;0.814;0.817;1.026
biblioteca_variants_150/biblioteca_113.wav;biblioteca;449.072;1.035;0.799;0.656;1.468
biblioteca_variants_150/biblioteca_114.wav;biblioteca;403.078;5.612;4.569;1.792;1.923
biblioteca_variants_150/biblioteca_115.wav;biblioteca;466.718;2.534;2.514;0.987;2.533
biblioteca_variants_150/biblioteca_116.wav;biblioteca;411.245;2.166;2.3;2.295;2.188
biblioteca_variants_150/biblioteca_117.wav;biblioteca;344.471;3.514;3.659;3.173;3.451
biblioteca_variants_150/biblioteca_118.wav;biblioteca;385.581;1.991;2.739;2.228;2.188
biblioteca_variants_150/biblioteca_119.wav;biblioteca;394.13;0.906;0.764;0.717;0.654
biblioteca_variants_150/biblioteca_120.wav;biblioteca;461.968;1.305;0.9;0.806;0.898
biblioteca_variants_150/biblioteca_121.wav;biblioteca;468.744;5.472;4.276;2.997;4.509
biblioteca_variants_150/biblioteca_122.wav;biblioteca;406.123;0.8;0.793;0.779;0.779
biblioteca_variants_150/biblioteca_123.wav;biblioteca;379.85;6.205;2.928;3.584;3.656
biblioteca_variants_150/biblioteca_124.wav;biblioteca;423.579;1.976;1.545;1.543;1.988
biblioteca_variants_150/biblioteca_125.wav;biblioteca;393.303;5.076;4.939;2.384;5.122
biblioteca_variants_150/biblioteca_126.wav;biblioteca;440.319;5.549;1.632;1.622;1.626
biblioteca_variants_150/biblioteca_127.wav;biblioteca;439.544;0.885;0.745;0.736;0.742
biblioteca_variants_150/biblioteca_128.wav;biblioteca;424.288;1.913;2.017;1.313;1.974
biblioteca_variants_150/biblioteca_129.wav;biblioteca;361.466;3.367;3.437;2.445;2.47
biblioteca_variants_150/biblioteca_130.wav;biblioteca;430.791;7.166;5.58;4.606;4.647
biblioteca_variants_150/biblioteca_131.wav;biblioteca;410.056;1.785;1.358;0.939;1.776
biblioteca_variants_150/biblioteca_132.wav;biblioteca;383.24;2.928;4.067;2.96;2.97
biblioteca_variants_150/biblioteca_133.wav;biblioteca;397.036;6.241;5.246;2.547;5.408
biblioteca_variants_150/biblioteca_134.wav;biblioteca;433.727;5.811;1.904;1.367;4.493
biblioteca_variants_150/biblioteca_135.wav;biblioteca;406.369;6.916;5.123;3.994;7.279
biblioteca_variants_150/biblioteca_136.wav;biblioteca;410.787;1.105;3.096;3.079;1.472
biblioteca_variants_150/biblioteca_137.wav;biblioteca;420.536;2.676;3.301;2.473;2.076
biblioteca_variants_150/biblioteca_138.wav;biblioteca;377.432;1.937;0.776;0.789;0.948
biblioteca_variants_150/biblioteca_139.wav;biblioteca;361.467;5.379;1.129;1.057;1.776
biblioteca_variants_150/biblioteca_140.wav;biblioteca;365.46;4.797;3.153;2.558;4.54
biblioteca_variants_150/biblioteca_141.wav;biblioteca;361.383;1.378;0.682;0.679;0.969
biblioteca_variants_150/biblioteca_142.wav;biblioteca;448.229;2.448;0.772;0.77;0.962
biblioteca_variants_150/biblioteca_143.wav;biblioteca;445.803;2.185;1.378;1.376;1.705
biblioteca_variants_150/biblioteca_144.wav;biblioteca;407.331;0.736;0.685;0.617;0.964
biblioteca_variants_150/biblioteca_145.wav;biblioteca;376.65;1.654;1.15;0.862;0.98
biblioteca_variants_150/biblioteca_146.wav;biblioteca;480.648;3.88;3.455;2.43;2.525
biblioteca_variants_150/biblioteca_147.wav;biblioteca;399.384;6.846;4.297;2.958;6.256
biblioteca_variants_150/biblioteca_148.wav;biblioteca;462.147;1.354;0.987;0.988;0.987
biblioteca_variants_150/biblioteca_149.wav;biblioteca;504.789;4.84;3.221;2.95;3.079
biblioteca_variants_150/biblioteca_150.wav;biblioteca;450.815;1.994;1.989;0.779;1.989
camera_variants_150/camera_001.wav;camera;47.497;1.183;1.213;1.048;1.043
camera_variants_150/camera_002.wav;camera;44.561;1.745;1.251;0.975;1.757
camera_variants_150/camera_003.wav;camera;48.837;1.432;1.006;0.702;1.285
camera_variants_150/camera_004.wav;camera;37.334;1.973;1.535;1.303;1.624
camera_variants_150/camera_005.wav;camera;37.005;1.087;0.875;0.63;1.599
camera_variants_150/camera_006.wav;camera;42.252;3.294;1.858;1.314;2.672
camera_variants_150/camera_007.wav;camera;46.407;2.719;1.948;1.44;2.327
camera_variants_150/camera_008.wav;camera;46.455;3.223;2.656;1.669;3.346
camera_variants_150/camera_009.wav;camera;39.247;1.613;1.03;0.569;2.298
camera_variants_150/camera_010.wav;camera;41.435;1.63;1.47;0.74;1.731
camera_variants_150/camera_011.wav;camera;40.722;3.114;2.627;2.103;2.72
camera_variants_150/camera_012.wav;camera;52.398;1.928;1.009;0.825;1.616
camera_variants_150/camera_013.wav;camera;41.94;1.596;0.999;0.768;1.391
camera_variants_150/camera_014.wav;camera;44.916;2.892;2.746;1.788;2.375
camera_variants_150/camera_015.wav;camera;35.202;2.306;2.406;1.764;1.834
camera_variants_150/camera_016.wav;camera;41.823;2.38;1.855;1.405;2.188
camera_variants_150/camera_017.wav;camera;39.054;1.634;1.004;0.765;1.873
camera_variants_150/camera_018.wav;camera;41.003;0.685;0.61;0.592;0.776
camera_variants_150/camera_019.wav;camera;36.983;0.984;0.936;0.866;1.246
camera_variants_150/camera_020.wav;camera;44.154;1.628;0.729;0.672;1.733
camera_variants_150/camera_021.wav;camera;49.682;1.065;0.499;0.256;1.554
camera_variants_150/camera_022.wav;camera;41.843;1.573;0.772;0.427;2.177
camera_variants_150/camera_023.wav;camera;40.627;3.11;2.284;1.662;2.85
camera_variants_150/camera_024.wav;camera;40.766;1.559;1.554;0.812;0.839
camera_variants_150/camera_025.wav;camera;39.587;2.487;1.982;1.409;2.255
camera_variants_150/camera_026.wav;camera;42.232;3.008;2.132;1.636;2.324
camera_variants_150/camera_027.wav;camera;48.62;3.535;1.58;0.998;1.818
camera_variants_150/camera_028.wav;camera;46.899;2.359;1.898;1.252;2.933
camera_variants_150/camera_029.wav;camera;37.906;1.912;1.869;1.318;1.688
camera_variants_150/camera_030.wav;camera;40.517;3.693;2.574;1.842;3.453
camera_variants_150/camera_031.wav;camera;32.981;0.464;0.273;0.228;0.877
camera_variants_150/camera_032.wav;camera;38.779;2.867;2.297;1.456;2.697
camera_variants_150/camera_033.wav;camera;41.917;0.905;1.153;1.209;1.073
camera_variants_150/camera_034.wav;camera;49.064;2.402;1.987;1.471;1.888
camera_variants_150/camera_035.wav;camera;40.709;3.129;2.935;2.0;3.878
camera_variants_150/camera_036.wav;camera;41.56;1.707;1.607;1.395;1.433
camera_variants_150/camera_037.wav;camera;49.661;2.991;2.067;1.332;1.924
camera_variants_150/camera_038.wav;camera;43.102;1.173;0.9;0.581;0.913
camera_variants_150/camera_039.wav;camera;48.532;2.772;2.534;1.962;2.38
camera_variants_150/camera_040.wav;camera;40.853;1.19;0.992;0.92;0.933
camera_variants_150/camera_041.wav;camera;39.329;1.071;0.702;0.35;1.976
camera_variants_150/camera_042.wav;camera;46.143;3.03;2.699;1.714;2.889
camera_variants_150/camera_043.wav;camera;43.864;1.375;1.21;1.098;1.301
camera_variants_150/camera_044.wav;camera;45.833;2.999;2.657;1.957;2.613
camera_variants_150/camera_045.wav;camera;43.133;1.218;1.231;1.554;1.207
camera_variants_150/camera_046.wav;camera;46.696;0.567;0.339;0.24;0.774
camera_variants_150/camera_047.wav;camera;33.999;2.111;1.696;1.422;1.669
camera_variants_150/camera_048.wav;camera;41.862;0.63;0.39;0.38;0.976
camera_variants_150/camera_049.wav;camera;42.883;1.525;1.015;1.01;1.055
camera_variants_150/camera_050.wav;camera;38.799;1.29;1.283;1.178;1.182
camera_variants_150/camera_051.wav;camera;43.328;1.538;1.097;1.027;1.959
camera_variants_150/camera_052.wav;camera;41.167;2.936;2.399;1.756;2.321
camera_variants_150/camera_053.wav;camera;38.88;2.658;2.049;1.636;2.67
camera_variants_150/camera_054.wav;camera;43.762;2.68;2.22;1.707;2.403
camera_variants_150/camera_055.wav;camera;40.631;0.395;0.267;0.242;0.75
camera_variants_150/camera_056.wav;camera;43.387;0.441;0.405;0.403;0.402
camera_variants_150/camera_057.wav;camera;43.6;2.261;1.697;1.207;2.136
camera_variants_150/camera_058.wav;camera;36.626;0.617;0.21;0.188;0.955
camera_variants_150/camera_059.wav;camera;37.246;0.904;0.931;0.936;0.932
camera_variants_150/camera_060.wav;camera;44.496;1.875;1.375;0.921;2.038
camera_variants_150/camera_061.wav;camera;50.364;2.918;1.859;1.513;2.548
camera_variants_150/camera_062.wav;camera;38.783;1.758;1.545;1.347;1.929
camera_variants_150/camera_063.wav;camera;39.754;0.512;0.422;0.375;0.917
camera_variants_150/camera_064.wav;camera;38.028;0.581;0.364;0.342;1.006
camera_variants_150/camera_065.wav;camera;50.105;1.558;1.357;1.455;1.389
camera_variants_150/camera_066.wav;camera;39.43;1.786;1.968;1.645;1.733
camera_variants_150/camera_067.wav;camera;38.105;1.127;1.083;0.99;1.021
camera_variants_150/camera_068.wav;camera;51.169;1.162;1.187;1.163;1.148
camera_variants_150/camera_069.wav;camera;48.932;1.222;1.173;0.804;1.656
camera_variants_150/camera_070.wav;camera;46.207;1.725;1.333;0.995;1.423
camera_variants_150/camera_071.wav;camera;44.596;1.913;1.123;0.668;1.677
camera_variants_150/camera_072.wav;camera;50.697;2.943;2.069;1.845;2.225
camera_variants_150/camera_073.wav;camera;39.146;0.592;0.386;0.3;1.201
camera_variants_150/camera_074.wav;camera;40.601;1.336;0.89;0.276;1.824
camera_variants_150/camera_075.wav;camera;47.664;1.449;1.053;0.896;1.056
camera_variants_150/camera_076.wav;camera;45.025;3.237;2.546;1.829;4.066
camera_variants_150/camera_077.wav;camera;41.66;1.503;0.917;0.827;1.107
camera_variants_150/camera_078.wav;camera;44.74;2.659;2.345;1.629;2.412
camera_variants_150/camera_079.wav;camera;40.646;0.557;0.529;0.47;0.683
camera_variants_150/camera_080.wav;camera;50.619;2.459;1.784;1.124;1.881
camera_variants_150/camera_081.wav;camera;38.121;3.249;2.409;1.666;3.203
camera_variants_150/camera_082.wav;camera;37.389;3.63;2.776;1.962;3.546
camera_variants_150/camera_083.wav;camera;36.78;2.544;1.67;0.854;3.258
camera_variants_150/camera_084.wav;camera;47.313;2.306;1.934;1.068;3.091
camera_variants_150/camera_085.wav;camera;40.664;0.732;0.709;0.84;0.785
camera_variants_150/camera_086.wav;camera;32.626;1.83;1.589;1.462;1.807
camera_variants_150/camera_087.wav;camera;41.917;0.955;0.943;0.879;1.456
camera_variants_150/camera_088.wav;camera;46.355;1.778;1.3;0.952;1.599
camera_variants_150/camera_089.wav;camera;34.026;1.643;1.213;0.62;1.653
camera_variants_150/camera_090.wav;camera;44.995;0.911;0.751;0.603;1.716
camera_variants_150/camera_091.wav;camera;38.01;1.597;1.496;0.607;0.772
camera_variants_150/camera_092.wav;camera;37.722;1.477;1.192;0.95;1.768
camera_variants_150/camera_093.wav;camera;44.483;0.497;0.391;0.323;0.903
camera_variants_150/camera_094.wav;camera;46.053;0.799;0.445;0.419;1.765
camera_variants_150/camera_095.wav;camera;40.181;2.659;1.971;1.491;1.93
camera_variants_150/camera_096.wav;camera;47.445;0.339;0.248;0.225;0.458
camera_variants_150/camera_097.wav;camera;45.383;2.641;2.087;1.535;2.018
camera_variants_150/camera_098.wav;camera;46.628;2.869;2.581;1.97;2.082
camera_variants_150/camera_099.wav;camera;43.224;3.012;1.678;1.489;3.16
camera_variants_150/camera_100.wav;camera;40.427;1.693;1.318;1.025;1.428
camera_variants_150/camera_101.wav;camera;36.468;1.831;1.113;0.989;1.669
camera_variants_150/camera_102.wav;camera;46.228;2.233;1.406;1.164;1.32
camera_variants_150/camera_103.wav;camera;37.926;2.8;2.265;1.567;2.348
camera_variants_150/camera_104.wav;camera;48.561;2.26;1.88;0.846;2.704
camera_variants_150/camera_105.wav;camera;46.057;1.872;1.152;0.828;3.294
camera_variants_150/camera_106.wav;camera;45.042;2.999;2.312;1.656;2.595
camera_variants_150/camera_107.wav;camera;52.648;2.278;1.741;1.393;2.042
camera_variants_150/camera_108.wav;camera;42.747;3.151;2.393;1.69;2.891
camera_variants_150/camera_109.wav;camera;40.993;1.806;1.373;1.113;1.996
camera_variants_150/camera_110.wav;camera;47.113;1.183;1.206;1.209;1.788
camera_variants_150/camera_111.wav;camera;48.519;1.018;1.212;1.265;0.984
camera_variants_150/camera_112.wav;camera;36.762;2.448;2.186;1.597;1.949
camera_variants_150/camera_113.wav;camera;45.502;1.35;1.021;0.832;1.208
camera_variants_150/camera_114.wav;camera;40.84;1.247;1.257;0.815;0.914
camera_variants_150/camera_115.wav;camera;47.286;0.641;0.659;0.657;0.935
camera_variants_150/camera_116.wav;camera;41.594;1.926;1.492;0.916;1.978
camera_variants_150/camera_117.wav;camera;34.942;2.523;1.431;1.06;1.578
camera_variants_150/camera_118.wav;camera;38.975;2.639;2.41;1.92;2.211
camera_variants_150/camera_119.wav;camera;39.95;1.703;1.34;1.088;2.045
camera_variants_150/camera_120.wav;camera;46.793;3.242;3.056;2.267;2.791
camera_variants_150/camera_121.wav;camera;47.417;0.859;0.859;0.779;0.786
camera_variants_150/camera_122.wav;camera;41.164;2.001;1.983;1.59;2.006
camera_variants_150/camera_123.wav;camera;38.3;1.323;0.951;0.544;1.833
camera_variants_150/camera_124.wav;camera;42.858;1.625;1.534;1.215;1.22
camera_variants_150/camera_125.wav;camera;39.807;1.544;1.009;0.71;1.591
camera_variants_150/camera_126.wav;camera;44.59;1.129;1.119;0.904;1.114
camera_variants_150/camera_127.wav;camera;44.526;0.954;0.462;0.365;1.52
camera_variants_150/camera_128.wav;camera;42.842;0.667;0.377;0.371;1.342
camera_variants_150/camera_129.wav;camera;36.71;2.688;1.567;0.95;3.515
camera_variants_150/camera_130.wav;camera;43.614;1.706;1.102;0.595;2.498
camera_variants_150/camera_131.wav;camera;41.595;2.91;2.05;1.549;2.106
camera_variants_150/camera_132.wav;camera;38.852;2.175;1.884;1.369;1.851
camera_variants_150/camera_133.wav;camera;40.193;1.509;0.916;0.66;0.955
camera_variants_150/camera_134.wav;camera;43.99;1.713;1.261;0.952;1.652
camera_variants_150/camera_135.wav;camera;41.169;1.97;1.752;1.102;2.379
camera_variants_150/camera_136.wav;camera;41.584;3.16;1.881;1.355;3.118
camera_variants_150/camera_137.wav;camera;42.435;2.679;2.539;1.703;2.025
camera_variants_150/camera_138.wav;camera;38.137;2.197;1.583;0.908;2.776
camera_variants_150/camera_139.wav;camera;36.524;2.88;2.891;1.551;1.512
camera_variants_150/camera_140.wav;camera;36.996;0.618;0.483;0.411;0.543
camera_variants_150/camera_141.wav;camera;36.475;1.525;1.309;1.128;1.157
camera_variants_150/camera_142.wav;camera;45.399;3.102;2.717;1.845;2.822
camera_variants_150/camera_143.wav;camera;45.05;2.501;2.271;1.746;2.016
camera_variants_150/camera_144.wav;camera;41.359;2.057;2.017;1.554;1.952
camera_variants_150/camera_145.wav;camera;38.177;1.993;1.256;0.943;1.271
camera_variants_150/camera_146.wav;camera;48.606;2.661;2.2;1.665;2.156
camera_variants_150/camera_147.wav;camera;40.432;2.086;1.115;0.943;2.906
camera_variants_150/camera_148.wav;camera;46.658;2.625;1.323;0.917;1.607
camera_variants_150/camera_149.wav;camera;51.182;3.314;2.786;2.097;2.786
camera_variants_150/camera_150.wav;camera;45.542;2.617;2.282;1.695;2.421
chiesa_variants_150/chiesa_001.wav;chiesa;12.062.222;15.011;12.712;8.331;15.673
chiesa_variants_150/chiesa_002.wav;chiesa;11.301.381;17.08;12.692;8.09;17.683
chiesa_variants_150/chiesa_003.wav;chiesa;12.414.008;12.604;9.817;7.605;13.35
chiesa_variants_150/chiesa_004.wav;chiesa;9.473.464;14.589;9.796;7.016;16.381
chiesa_variants_150/chiesa_005.wav;chiesa;9.406.819;15.249;8.506;6.277;16.583
chiesa_variants_150/chiesa_006.wav;chiesa;10.720.021;14.142;10.524;7.539;15.42
chiesa_variants_150/chiesa_007.wav;chiesa;11.778.657;14.698;11.065;7.023;15.759
chiesa_variants_150/chiesa_008.wav;chiesa;11.800.204;13.459;11.119;8.125;15.638
chiesa_variants_150/chiesa_009.wav;chiesa;9.976.683;13.239;10.828;9.643;15.292
chiesa_variants_150/chiesa_010.wav;chiesa;10.511.935;12.657;8.81;7.994;15.318
chiesa_variants_150/chiesa_011.wav;chiesa;10.334.371;14.362;10.707;7.672;15.398
chiesa_variants_150/chiesa_012.wav;chiesa;13.273.088;12.279;12.204;8.076;13.659
chiesa_variants_150/chiesa_013.wav;chiesa;10.634.675;16.224;10.195;7.324;16.5
chiesa_variants_150/chiesa_014.wav;chiesa;11.406.694;15.95;10.483;7.392;17.026
chiesa_variants_150/chiesa_015.wav;chiesa;8922.1;11.741;9.651;7.192;12.14
chiesa_variants_150/chiesa_016.wav;chiesa;10.628.508;14.71;9.807;7.204;16.23
chiesa_variants_150/chiesa_017.wav;chiesa;9893.72;13.395;10.635;6.01;15.622
chiesa_variants_150/chiesa_018.wav;chiesa;10.409.787;16.337;15.884;8.401;17.663
chiesa_variants_150/chiesa_019.wav;chiesa;9.367.776;14.858;11.538;6.89;15.469
chiesa_variants_150/chiesa_020.wav;chiesa;11.202.595;14.54;12.231;8.727;15.747
chiesa_variants_150/chiesa_021.wav;chiesa;12.614.024;12.889;9.966;6.539;13.18
chiesa_variants_150/chiesa_022.wav;chiesa;10.602.674;14.302;12.133;6.285;16.67
chiesa_variants_150/chiesa_024.wav;chiesa;10.352.217;12.678;12.125;7.826;16.18
chiesa_variants_150/chiesa_025.wav;chiesa;10.042.847;13.274;9.534;6.567;14.86
chiesa_variants_150/chiesa_026.wav;chiesa;10.724.978;15.527;11.732;7.456;15.962
chiesa_variants_150/chiesa_027.wav;chiesa;12.368.281;13.743;11.826;7.108;16.079
chiesa_variants_150/chiesa_028.wav;chiesa;11910.7;15.597;12.823;7.883;18.035
chiesa_variants_150/chiesa_029.wav;chiesa;9.624.102;13.04;9.554;6.858;15.886
chiesa_variants_150/chiesa_030.wav;chiesa;10278.0;14.415;10.578;6.813;14.959
chiesa_variants_150/chiesa_031.wav;chiesa;8.377.476;15.152;10.848;8.056;17.268
chiesa_variants_150/chiesa_032.wav;chiesa;9.833.217;16.09;10.112;7.877;17.027
chiesa_variants_150/chiesa_033.wav;chiesa;10.655.173;11.348;8.972;7.257;9.564
chiesa_variants_150/chiesa_034.wav;chiesa;12.442.817;13.132;10.458;6.532;15.859
chiesa_variants_150/chiesa_035.wav;chiesa;10.338.614;16.406;11.511;8.281;16.155
chiesa_variants_150/chiesa_036.wav;chiesa;10.558.291;10.053;8.495;6.443;11.091
chiesa_variants_150/chiesa_037.wav;chiesa;12.628.634;15.011;10.908;7.566;16.855
chiesa_variants_150/chiesa_038.wav;chiesa;10.974.316;14.873;11.429;8.903;15.643
chiesa_variants_150/chiesa_039.wav;chiesa;12328.12;12.956;8.522;6.057;11.999
chiesa_variants_150/chiesa_040.wav;chiesa;10.368.703;13.148;9.293;8.158;15.596
chiesa_variants_150/chiesa_041.wav;chiesa;10.007.643;13.275;11.909;7.048;14.426
chiesa_variants_150/chiesa_042.wav;chiesa;11.712.027;14.764;12.987;9.289;17.15
chiesa_variants_150/chiesa_043.wav;chiesa;11.153.032;12.127;10.849;7.854;12.917
chiesa_variants_150/chiesa_044.wav;chiesa;11.640.011;12.899;9.292;7.474;15.803
chiesa_variants_150/chiesa_045.wav;chiesa;10.940.907;10.62;9.369;6.676;10.883
chiesa_variants_150/chiesa_046.wav;chiesa;11.863.035;16.45;11.836;6.102;17.084
chiesa_variants_150/chiesa_047.wav;chiesa;8.614.954;11.095;8.24;4.618;10.92
chiesa_variants_150/chiesa_048.wav;chiesa;10.640.531;12.014;9.536;6.77;14.257
chiesa_variants_150/chiesa_049.wav;chiesa;10.884.663;16.204;10.904;7.62;17.09
chiesa_variants_150/chiesa_050.wav;chiesa;9.878.551;13.617;11.5;8.922;14.913
chiesa_variants_150/chiesa_051.wav;chiesa;11.007.728;15.107;11.572;7.943;16.524
chiesa_variants_150/chiesa_052.wav;chiesa;10.459.229;14.97;11.622;7.08;16.169
chiesa_variants_150/chiesa_053.wav;chiesa;9863.58;13.357;11.246;7.251;16.72
chiesa_variants_150/chiesa_054.wav;chiesa;11138.24;13.848;10.033;8.759;15.262
chiesa_variants_150/chiesa_055.wav;chiesa;10.301.321;13.019;12.604;9.383;15.867
chiesa_variants_150/chiesa_056.wav;chiesa;11.026.268;12.18;9.631;7.038;12.894
chiesa_variants_150/chiesa_057.wav;chiesa;11064.69;15.828;8.982;6.358;16.959
