file_audio;room_type;volume_m3;t30_1000Hz;t30_2000Hz;t30_4000Hz;t30_broadband
chiesa_variants_150/chiesa_058.wav;chiesa;9.328.572;11.753;8.641;6.569;12.735
chiesa_variants_150/chiesa_059.wav;chiesa;9.473.903;11.257;8.638;6.354;13.236
chiesa_variants_150/chiesa_060.wav;chiesa;11.300.763;13.787;10.298;6.861;16.067
chiesa_variants_150/chiesa_061.wav;chiesa;12.802.575;14.753;10.529;7.888;16.903
chiesa_variants_150/chiesa_062.wav;chiesa;9850.35;10.182;8.562;7.063;11.12
chiesa_variants_150/chiesa_063.wav;chiesa;10.059.585;14.334;10.722;7.236;15.193
chiesa_variants_150/chiesa_064.wav;chiesa;9.658.342;13.307;10.164;7.339;14.72
chiesa_variants_150/chiesa_065.wav;chiesa;12.718.932;16.511;13.534;9.156;16.88
chiesa_variants_150/chiesa_066.wav;chiesa;10.037.415;10.475;8.12;6.915;13.475
chiesa_variants_150/chiesa_067.wav;chiesa;9.681.822;15.033;9.959;7.522;15.662
chiesa_variants_150/chiesa_068.wav;chiesa;13.022.612;11.533;9.848;6.393;12.604
chiesa_variants_150/chiesa_069.wav;chiesa;12404.49;12.398;8.758;8.064;11.725
chiesa_variants_150/chiesa_070.wav;chiesa;11.739.574;12.902;11.155;7.99;14.232
chiesa_variants_150/chiesa_071.wav;chiesa;11.317.314;13.279;9.13;7.233;15.84
chiesa_variants_150/chiesa_072.wav;chiesa;12.870.592;14.719;13.392;6.87;17.052
chiesa_variants_150/chiesa_074.wav;chiesa;10.337.187;13.7;10.495;7.381;14.225
chiesa_variants_150/chiesa_075.wav;chiesa;12.097.788;14.745;10.308;7.595;17.264
chiesa_variants_150/chiesa_076.wav;chiesa;11.440.818;16.173;11.077;7.556;16.695
chiesa_variants_150/chiesa_077.wav;chiesa;10.574.584;11.783;9.334;7.799;12.422
chiesa_variants_150/chiesa_078.wav;chiesa;11.340.769;13.432;12.265;8.364;15.624
chiesa_variants_150/chiesa_079.wav;chiesa;10.340.524;12.06;10.131;6.471;12.463
chiesa_variants_150/chiesa_080.wav;chiesa;12.838.028;13.562;11.242;7.077;17.152
chiesa_variants_150/chiesa_081.wav;chiesa;9.692.715;14.372;9.438;6.95;15.201
chiesa_variants_150/chiesa_082.wav;chiesa;9.492.932;12.83;7.638;6.878;13.112
chiesa_variants_150/chiesa_083.wav;chiesa;9.354.892;12.208;8.115;6.617;11.747
chiesa_variants_150/chiesa_084.wav;chiesa;12.014.111;13.093;10.451;8.72;16.064
chiesa_variants_150/chiesa_085.wav;chiesa;10.314.042;14.896;10.789;7.808;16.455
chiesa_variants_150/chiesa_086.wav;chiesa;8.274.429;13.836;9.842;7.153;16.765
chiesa_variants_150/chiesa_087.wav;chiesa;10.667.379;11.464;10.073;7.547;10.385
chiesa_variants_150/chiesa_088.wav;chiesa;11751.25;13.174;10.945;7.294;12.481
chiesa_variants_150/chiesa_089.wav;chiesa;8.631.542;14.261;9.065;6.666;15.071
chiesa_variants_150/chiesa_090.wav;chiesa;11.424.489;14.638;11.383;9.226;15.84
chiesa_variants_150/chiesa_091.wav;chiesa;9.654.772;12.554;9.322;7.122;15.868
chiesa_variants_150/chiesa_092.wav;chiesa;9.558.438;14.217;10.682;7.033;16.502
chiesa_variants_150/chiesa_093.wav;chiesa;11.276.118;14.581;12.256;8.983;15.44
chiesa_variants_150/chiesa_094.wav;chiesa;11.685.143;11.652;8.41;6.848;12.285
chiesa_variants_150/chiesa_095.wav;chiesa;10.193.622;14.088;9.403;7.331;17.23
chiesa_variants_150/chiesa_096.wav;chiesa;12.090.125;11.905;9.809;7.782;10.788
chiesa_variants_150/chiesa_097.wav;chiesa;11.536.262;14.273;9.213;6.488;15.039
chiesa_variants_150/chiesa_098.wav;chiesa;11.848.283;14.776;11.23;8.874;16.532
chiesa_variants_150/chiesa_099.wav;chiesa;10.953.882;14.513;12.791;7.298;15.799
chiesa_variants_150/chiesa_100.wav;chiesa;10.286.123;12.563;9.224;6.655;14.01
chiesa_variants_150/chiesa_101.wav;chiesa;9.287.715;10.091;8.609;6.087;10.843
chiesa_variants_150/chiesa_102.wav;chiesa;11.725.252;15.953;10.874;7.006;17.439
chiesa_variants_150/chiesa_103.wav;chiesa;9.642.293;14.832;8.059;5.534;17.298
chiesa_variants_150/chiesa_104.wav;chiesa;12310.45;14.273;9.967;7.788;15.576
chiesa_variants_150/chiesa_105.wav;chiesa;11.720.004;12.469;10.83;7.136;12.667
chiesa_variants_150/chiesa_106.wav;chiesa;11429.68;13.796;8.434;6.253;15.235
chiesa_variants_150/chiesa_107.wav;chiesa;13.365.079;14.611;10.654;6.855;15.167
chiesa_variants_150/chiesa_108.wav;chiesa;10.861.269;14.915;11.397;8.008;17.073
chiesa_variants_150/chiesa_109.wav;chiesa;10.418.792;13.938;9.481;6.689;16.364
chiesa_variants_150/chiesa_110.wav;chiesa;11.971.515;12.031;9.689;8.773;12.485
chiesa_variants_150/chiesa_111.wav;chiesa;12.299.409;13.406;11.202;9.128;13.513
chiesa_variants_150/chiesa_112.wav;chiesa;9.339.327;14.051;12.226;7.513;17.156
chiesa_variants_150/chiesa_113.wav;chiesa;11.559.328;12.075;9.051;6.889;13.298
chiesa_variants_150/chiesa_114.wav;chiesa;10.378.098;10.247;9.325;7.985;12.707
chiesa_variants_150/chiesa_115.wav;chiesa;12002.56;14.075;11.923;8.516;15.135
chiesa_variants_150/chiesa_116.wav;chiesa;10.565.536;13.972;9.916;6.466;15.135
chiesa_variants_150/chiesa_117.wav;chiesa;8.855.013;12.378;7.865;5.302;11.881
chiesa_variants_150/chiesa_118.wav;chiesa;9.917.811;14.415;10.137;7.059;16.427
chiesa_variants_150/chiesa_119.wav;chiesa;10.148.577;14.422;9.622;7.616;15.466
chiesa_variants_150/chiesa_120.wav;chiesa;11868.2;13.659;9.243;8.021;15.998
chiesa_variants_150/chiesa_121.wav;chiesa;12.034.032;12.197;9.06;6.574;13.286
chiesa_variants_150/chiesa_122.wav;chiesa;10.437.299;14.128;12.357;6.756;16.274
chiesa_variants_150/chiesa_123.wav;chiesa;9.739.592;10.325;9.807;7.294;10.784
chiesa_variants_150/chiesa_124.wav;chiesa;10.900.522;14.581;13.872;9.116;16.138
chiesa_variants_150/chiesa_125.wav;chiesa;10.113.664;15.11;8.941;5.64;16.67
chiesa_variants_150/chiesa_126.wav;chiesa;11.320.834;15.145;10.58;8.621;16.384
chiesa_variants_150/chiesa_127.wav;chiesa;11310.34;13.302;11.137;7.827;15.725
chiesa_variants_150/chiesa_128.wav;chiesa;10.895.451;14.378;13.111;8.357;17.151
chiesa_variants_150/chiesa_130.wav;chiesa;11.056.853;13.977;9.517;7.275;12.919
chiesa_variants_150/chiesa_131.wav;chiesa;10.539.217;9.454;8.609;7.525;10.524
chiesa_variants_150/chiesa_132.wav;chiesa;9.873.028;14.24;11.364;6.993;17.059
chiesa_variants_150/chiesa_133.wav;chiesa;10.219.844;12.143;10.167;7.875;14.217
chiesa_variants_150/chiesa_134.wav;chiesa;11.165.055;13.528;11.295;7.215;15.614
chiesa_variants_150/chiesa_135.wav;chiesa;10.460.664;11.918;10.014;6.293;10.674
chiesa_variants_150/chiesa_136.wav;chiesa;10.577.092;15.531;11.213;6.836;16.718
chiesa_variants_150/chiesa_137.wav;chiesa;10.812.315;12.93;10.087;6.619;12.028
chiesa_variants_150/chiesa_138.wav;chiesa;9.704.668;14.491;9.68;7.757;17.312
chiesa_variants_150/chiesa_139.wav;chiesa;9.292.688;13.032;10.462;7.421;15.427
chiesa_variants_150/chiesa_140.wav;chiesa;9.409.739;11.115;8.723;6.776;11.083
chiesa_variants_150/chiesa_141.wav;chiesa;9.278.367;15.692;12.828;7.155;16.077
chiesa_variants_150/chiesa_142.wav;chiesa;11521.9;13.387;9.928;6.799;16.405
chiesa_variants_150/chiesa_144.wav;chiesa;10.463.476;16.041;11.141;8.207;16.967
chiesa_variants_150/chiesa_145.wav;chiesa;9.677.291;14.581;8.719;5.737;15.573
chiesa_variants_150/chiesa_146.wav;chiesa;12.357.701;13.162;10.515;7.501;14.317
chiesa_variants_150/chiesa_147.wav;chiesa;10.286.387;10.109;7.909;6.234;10.266
chiesa_variants_150/chiesa_148.wav;chiesa;11.869.729;15.591;13.251;7.115;16.11
chiesa_variants_150/chiesa_149.wav;chiesa;12.995.749;13.967;11.714;7.244;15.658
chiesa_variants_150/chiesa_150.wav;chiesa;11.572.436;13.468;12.286;7.639;16.194
garage_variants_150/garage_001.wav;garage;134.253;6.003;5.313;3.252;5.426
garage_variants_150/garage_002.wav;garage;125.74;4.907;4.0;2.773;4.261
garage_variants_150/garage_003.wav;garage;137.679;5.881;3.896;2.886;4.557
garage_variants_150/garage_004.wav;garage;105.135;5.123;4.474;3.226;4.155
garage_variants_150/garage_005.wav;garage;104.801;4.708;3.715;2.435;4.474
garage_variants_150/garage_006.wav;garage;119.151;6.408;5.181;3.611;5.952
garage_variants_150/garage_007.wav;garage;131.068;5.798;3.656;2.994;3.43
garage_variants_150/garage_008.wav;garage;130.88;5.93;5.193;3.244;5.734
garage_variants_150/garage_009.wav;garage;110.664;5.752;4.006;2.959;5.323
garage_variants_150/garage_010.wav;garage;116.714;5.277;4.13;3.02;5.076
garage_variants_150/garage_011.wav;garage;114.903;5.702;4.678;3.428;5.242
garage_variants_150/garage_012.wav;garage;147.524;4.861;3.402;2.333;3.241
garage_variants_150/garage_013.wav;garage;117.879;5.208;4.017;2.925;5.329
garage_variants_150/garage_014.wav;garage;126.79;5.787;4.019;2.954;5.552
garage_variants_150/garage_015.wav;garage;98.993;4.29;3.874;2.851;3.935
garage_variants_150/garage_016.wav;garage;118.196;5.266;3.784;2.844;5.029
garage_variants_150/garage_017.wav;garage;110.111;5.641;4.113;2.487;5.158
garage_variants_150/garage_018.wav;garage;115.614;3.593;2.959;2.225;3.019
garage_variants_150/garage_019.wav;garage;104.134;5.089;3.921;2.768;5.226
garage_variants_150/garage_020.wav;garage;124.451;5.599;4.042;2.91;5.503
garage_variants_150/garage_021.wav;garage;140.012;5.652;3.899;2.915;5.265
garage_variants_150/garage_022.wav;garage;117.726;5.264;4.152;3.094;4.541
garage_variants_150/garage_023.wav;garage;114.51;5.645;4.641;3.473;5.341
garage_variants_150/garage_024.wav;garage;114.761;4.318;3.251;2.364;3.161
garage_variants_150/garage_025.wav;garage;111.603;5.257;3.322;2.541;3.734
garage_variants_150/garage_026.wav;garage;118.878;6.316;5.061;3.541;5.802
garage_variants_150/garage_027.wav;garage;137.25;6.66;4.509;3.537;4.738
garage_variants_150/garage_028.wav;garage;132.456;3.903;3.321;2.465;3.585
garage_variants_150/garage_029.wav;garage;106.976;5.231;4.259;2.931;4.599
garage_variants_150/garage_030.wav;garage;114.338;6.894;5.829;4.096;6.51
garage_variants_150/garage_031.wav;garage;92.941;2.869;2.232;1.823;2.584
garage_variants_150/garage_032.wav;garage;109.203;5.772;4.893;3.41;5.768
garage_variants_150/garage_033.wav;garage;118.349;4.407;3.767;2.571;3.139
garage_variants_150/garage_034.wav;garage;138.353;5.838;4.19;3.135;5.591
garage_variants_150/garage_035.wav;garage;114.957;3.55;2.961;2.248;4.093
garage_variants_150/garage_036.wav;garage;117.165;4.054;3.518;2.759;3.604
garage_variants_150/garage_037.wav;garage;140.187;5.304;3.911;2.73;4.374
garage_variants_150/garage_038.wav;garage;121.957;5.096;4.147;3.021;4.41
garage_variants_150/garage_039.wav;garage;136.827;4.743;4.261;3.216;4.403
garage_variants_150/garage_040.wav;garage;114.907;3.308;2.546;1.678;2.6
garage_variants_150/garage_041.wav;garage;111.209;2.613;2.421;2.078;2.29
garage_variants_150/garage_042.wav;garage;129.977;6.523;5.464;3.657;6.134
garage_variants_150/garage_043.wav;garage;123.764;4.787;3.606;2.687;4.844
garage_variants_150/garage_044.wav;garage;129.319;4.547;3.388;2.521;3.927
garage_variants_150/garage_045.wav;garage;121.87;5.053;4.347;3.093;3.657
garage_variants_150/garage_046.wav;garage;131.699;5.438;3.904;2.715;4.553
garage_variants_150/garage_047.wav;garage;95.878;4.533;4.114;2.689;3.566
garage_variants_150/garage_048.wav;garage;118.299;4.572;3.409;2.224;4.326
garage_variants_150/garage_049.wav;garage;120.846;4.715;3.32;2.301;3.246
garage_variants_150/garage_050.wav;garage;109.877;5.29;4.049;3.029;5.049
garage_variants_150/garage_051.wav;garage;122.422;5.315;4.45;2.898;4.597
garage_variants_150/garage_052.wav;garage;116.274;4.507;3.376;2.545;3.067
garage_variants_150/garage_053.wav;garage;109.587;5.872;5.053;3.379;5.634
garage_variants_150/garage_054.wav;garage;123.792;5.011;3.779;2.886;5.499
garage_variants_150/garage_055.wav;garage;114.458;5.311;3.447;2.312;4.247
garage_variants_150/garage_056.wav;garage;122.69;4.168;3.16;2.319;4.151
garage_variants_150/garage_057.wav;garage;122.996;5.619;4.241;3.181;5.267
garage_variants_150/garage_058.wav;garage;103.459;4.82;3.416;2.614;3.814
garage_variants_150/garage_059.wav;garage;105.246;4.213;3.495;2.764;3.36
garage_variants_150/garage_060.wav;garage;125.46;5.879;4.419;3.152;5.619
garage_variants_150/garage_061.wav;garage;142.166;6.069;4.864;3.42;6.09
garage_variants_150/garage_062.wav;garage;109.405;4.636;4.027;3.142;4.115
garage_variants_150/garage_063.wav;garage;111.701;4.574;3.396;2.663;3.628
garage_variants_150/garage_064.wav;garage;107.217;4.284;2.67;2.135;3.574
garage_variants_150/garage_065.wav;garage;141.495;4.651;3.442;2.532;4.073
garage_variants_150/garage_066.wav;garage;111.426;4.548;3.977;3.145;4.102
garage_variants_150/garage_067.wav;garage;107.527;4.731;3.805;2.857;4.378
garage_variants_150/garage_068.wav;garage;144.523;4.973;4.089;2.95;4.368
garage_variants_150/garage_069.wav;garage;137.617;5.758;4.391;3.258;5.825
garage_variants_150/garage_070.wav;garage;130.554;3.697;3.179;2.344;3.452
garage_variants_150/garage_071.wav;garage;125.603;4.894;3.87;2.47;3.292
garage_variants_150/garage_072.wav;garage;142.97;5.043;4.092;2.848;4.688
garage_variants_150/garage_073.wav;garage;110.275;5.514;4.186;2.968;5.002
garage_variants_150/garage_074.wav;garage;114.928;5.698;4.358;3.129;5.562
garage_variants_150/garage_075.wav;garage;134.482;4.491;3.681;2.964;4.002
garage_variants_150/garage_076.wav;garage;127.316;6.392;5.228;3.735;5.798
garage_variants_150/garage_077.wav;garage;117.365;5.152;3.876;2.861;5.138
garage_variants_150/garage_078.wav;garage;126.131;5.398;4.44;3.366;5.157
garage_variants_150/garage_079.wav;garage;114.819;4.273;3.237;2.175;3.935
garage_variants_150/garage_080.wav;garage;142.452;4.879;3.939;2.962;4.033
garage_variants_150/garage_081.wav;garage;107.545;6.234;5.52;3.566;5.963
garage_variants_150/garage_082.wav;garage;105.444;4.284;3.494;2.674;3.552
garage_variants_150/garage_083.wav;garage;104.014;5.68;3.912;2.844;4.182
garage_variants_150/garage_084.wav;garage;133.309;5.851;5.033;3.481;4.855
garage_variants_150/garage_085.wav;garage;114.589;4.684;3.9;2.832;4.224
garage_variants_150/garage_086.wav;garage;91.977;4.435;3.789;2.739;3.983
garage_variants_150/garage_087.wav;garage;118.421;5.018;3.712;2.713;5.305
garage_variants_150/garage_088.wav;garage;130.733;5.528;4.357;2.99;5.641
garage_variants_150/garage_089.wav;garage;96.048;4.826;3.865;2.886;3.155
garage_variants_150/garage_090.wav;garage;127.164;5.119;3.689;2.659;3.954
garage_variants_150/garage_091.wav;garage;107.544;4.33;3.295;2.31;3.378
garage_variants_150/garage_092.wav;garage;106.372;4.551;3.516;2.708;3.931
garage_variants_150/garage_093.wav;garage;125.409;3.664;2.364;1.764;2.309
garage_variants_150/garage_094.wav;garage;129.877;5.694;4.092;2.896;5.733
garage_variants_150/garage_095.wav;garage;113.161;5.838;4.892;3.511;5.157
garage_variants_150/garage_096.wav;garage;134.299;4.303;2.914;1.928;3.448
garage_variants_150/garage_097.wav;garage;128.15;6.136;5.394;3.483;5.368
garage_variants_150/garage_098.wav;garage;131.513;4.584;3.858;2.674;4.185
garage_variants_150/garage_099.wav;garage;121.934;3.701;3.189;2.6;3.365
garage_variants_150/garage_100.wav;garage;114.209;5.964;4.665;3.128;5.897
garage_variants_150/garage_101.wav;garage;103.309;4.626;3.997;2.994;4.176
garage_variants_150/garage_102.wav;garage;130.312;6.751;5.864;4.097;6.358
garage_variants_150/garage_103.wav;garage;107.183;5.165;4.364;3.216;4.973
garage_variants_150/garage_104.wav;garage;136.542;4.544;3.05;2.425;3.585
garage_variants_150/garage_105.wav;garage;130.378;6.099;4.457;3.003;4.762
garage_variants_150/garage_107.wav;garage;148.651;4.368;3.172;2.305;4.012
garage_variants_150/garage_109.wav;garage;115.755;5.034;4.244;3.153;4.731
garage_variants_150/garage_110.wav;garage;132.885;5.103;4.331;3.195;4.572
garage_variants_150/garage_111.wav;garage;136.899;5.22;4.487;3.383;4.59
garage_variants_150/garage_112.wav;garage;103.605;5.284;3.965;3.022;4.879
garage_variants_150/garage_113.wav;garage;128.543;4.303;3.374;2.647;3.886
garage_variants_150/garage_114.wav;garage;115.286;4.967;4.103;2.999;4.36
garage_variants_150/garage_115.wav;garage;133.344;4.175;3.269;2.22;5.118
garage_variants_150/garage_116.wav;garage;117.252;5.061;3.971;2.564;3.728
garage_variants_150/garage_117.wav;garage;98.477;5.875;4.517;2.892;4.921
garage_variants_150/garage_118.wav;garage;109.95;4.367;3.731;2.34;3.895
garage_variants_150/garage_119.wav;garage;112.824;3.417;2.884;2.204;3.015
garage_variants_150/garage_120.wav;garage;131.734;5.106;4.163;3.062;4.46
garage_variants_150/garage_122.wav;garage;116.148;5.391;4.395;3.066;5.663
garage_variants_150/garage_123.wav;garage;108.185;5.503;3.919;2.871;5.579
garage_variants_150/garage_124.wav;garage;121.288;4.283;3.426;2.49;4.816
garage_variants_150/garage_125.wav;garage;112.26;4.842;3.147;2.4;3.268
garage_variants_150/garage_126.wav;garage;125.644;6.374;5.042;3.619;5.667
garage_variants_150/garage_127.wav;garage;125.825;5.5;3.891;2.624;5.432
garage_variants_150/garage_128.wav;garage;121.002;5.091;3.742;2.688;4.673
garage_variants_150/garage_129.wav;garage;103.216;6.11;4.998;3.555;5.566
garage_variants_150/garage_130.wav;garage;122.743;5.756;4.105;2.955;5.833
garage_variants_150/garage_131.wav;garage;116.933;4.939;3.464;2.564;4.93
garage_variants_150/garage_132.wav;garage;109.505;5.523;4.586;3.051;4.15
garage_variants_150/garage_133.wav;garage;113.493;5.836;4.666;3.175;5.083
garage_variants_150/garage_134.wav;garage;124.085;5.175;4.072;2.848;5.051
garage_variants_150/garage_135.wav;garage;116.455;5.116;3.589;2.683;5.585
garage_variants_150/garage_136.wav;garage;117.564;5.957;4.892;3.563;5.688
garage_variants_150/garage_137.wav;garage;120.145;3.99;3.619;2.889;3.457
garage_variants_150/garage_138.wav;garage;107.767;4.28;3.443;2.699;4.892
garage_variants_150/garage_139.wav;garage;103.237;4.598;3.75;2.625;4.376
garage_variants_150/garage_140.wav;garage;104.532;3.829;2.614;1.92;2.582
garage_variants_150/garage_141.wav;garage;102.95;4.528;3.439;2.548;4.812
garage_variants_150/garage_142.wav;garage;128.057;5.874;5.044;3.642;5.89
garage_variants_150/garage_143.wav;garage;127.671;4.624;3.272;2.182;4.568
garage_variants_150/garage_144.wav;garage;116.321;5.326;4.167;2.98;4.976
garage_variants_150/garage_145.wav;garage;107.436;4.485;3.932;2.525;4.293
garage_variants_150/garage_146.wav;garage;137.231;3.539;3.12;2.464;3.081
garage_variants_150/garage_147.wav;garage;114.325;4.261;3.311;2.431;3.802
garage_variants_150/garage_148.wav;garage;131.984;5.083;4.044;2.952;5.267
garage_variants_150/garage_149.wav;garage;144.609;4.58;3.485;2.809;4.304
garage_variants_150/garage_150.wav;garage;128.683;3.41;3.003;2.345;3.26
ristorante_variants_150/ristorante_001.wav;ristorante;586.131;4.179;3.476;3.294;3.827
ristorante_variants_150/ristorante_002.wav;ristorante;549.628;7.096;6.279;4.107;6.497
ristorante_variants_150/ristorante_003.wav;ristorante;603.354;4.111;3.5;3.067;3.801
ristorante_variants_150/ristorante_004.wav;ristorante;460.63;5.132;4.573;3.533;4.566
ristorante_variants_150/ristorante_005.wav;ristorante;457.46;6.777;5.541;4.106;5.49
ristorante_variants_150/ristorante_006.wav;ristorante;520.726;9.385;5.372;3.543;8.422
ristorante_variants_150/ristorante_007.wav;ristorante;572.367;8.381;5.792;3.887;7.056
ristorante_variants_150/ristorante_008.wav;ristorante;574.058;9.645;6.283;4.444;9.167
ristorante_variants_150/ristorante_009.wav;ristorante;485.161;7.833;5.602;3.799;8.067
ristorante_variants_150/ristorante_010.wav;ristorante;511.669;8.555;6.16;4.174;8.115
ristorante_variants_150/ristorante_011.wav;ristorante;501.854;8.668;5.833;4.004;9.258
ristorante_variants_150/ristorante_012.wav;ristorante;645.517;6.303;5.454;3.853;5.294
ristorante_variants_150/ristorante_013.wav;ristorante;517.273;7.736;5.672;3.749;7.457
ristorante_variants_150/ristorante_014.wav;ristorante;554.323;7.01;5.093;3.264;8.631
ristorante_variants_150/ristorante_015.wav;ristorante;433.451;5.371;4.535;3.356;4.899
ristorante_variants_150/ristorante_016.wav;ristorante;517.164;6.767;4.802;3.861;7.206
ristorante_variants_150/ristorante_017.wav;ristorante;480.594;7.494;5.091;3.031;8.495
ristorante_variants_150/ristorante_018.wav;ristorante;505.986;3.575;3.54;3.388;3.822
ristorante_variants_150/ristorante_019.wav;ristorante;455.61;6.682;6.633;4.17;5.678
ristorante_variants_150/ristorante_020.wav;ristorante;545.308;7.0;4.794;3.013;7.571
ristorante_variants_150/ristorante_021.wav;ristorante;612.405;8.787;7.576;5.087;8.091
ristorante_variants_150/ristorante_022.wav;ristorante;515.703;7.834;7.26;4.812;6.927
ristorante_variants_150/ristorante_023.wav;ristorante;500.164;8.813;5.442;3.763;8.528
ristorante_variants_150/ristorante_024.wav;ristorante;502.24;7.479;5.04;2.906;6.469
ristorante_variants_150/ristorante_025.wav;ristorante;488.234;6.181;5.051;3.475;5.983
ristorante_variants_150/ristorante_026.wav;ristorante;521.242;6.799;5.128;3.082;5.909
ristorante_variants_150/ristorante_027.wav;ristorante;601.842;9.14;6.297;3.709;8.7
ristorante_variants_150/ristorante_028.wav;ristorante;579.299;7.032;5.732;3.707;7.138
ristorante_variants_150/ristorante_029.wav;ristorante;468.684;7.804;6.385;4.387;7.053
ristorante_variants_150/ristorante_030.wav;ristorante;499.302;9.402;6.14;4.11;9.897
ristorante_variants_150/ristorante_031.wav;ristorante;407.728;8.59;7.897;5.063;7.437
ristorante_variants_150/ristorante_032.wav;ristorante;478.534;8.92;5.517;3.964;8.562
ristorante_variants_150/ristorante_033.wav;ristorante;517.142;2.151;2.263;2.321;2.272
ristorante_variants_150/ristorante_034.wav;ristorante;604.835;6.779;5.09;3.263;7.361
ristorante_variants_150/ristorante_035.wav;ristorante;503.354;8.26;5.706;3.683;8.181
ristorante_variants_150/ristorante_036.wav;ristorante;513.009;5.399;4.286;3.219;4.636
ristorante_variants_150/ristorante_037.wav;ristorante;613.914;7.334;5.355;3.591;6.867
ristorante_variants_150/ristorante_038.wav;ristorante;533.065;6.472;6.186;3.438;5.66
ristorante_variants_150/ristorante_039.wav;ristorante;599.478;6.841;5.474;3.853;6.347
ristorante_variants_150/ristorante_040.wav;ristorante;503.821;7.193;5.098;3.963;5.504
ristorante_variants_150/ristorante_041.wav;ristorante;486.178;5.791;4.181;2.699;6.366
ristorante_variants_150/ristorante_042.wav;ristorante;569.757;9.071;6.438;3.85;8.75
ristorante_variants_150/ristorante_043.wav;ristorante;542.466;6.658;5.659;3.791;5.117
ristorante_variants_150/ristorante_044.wav;ristorante;566.528;8.048;6.316;4.05;8.174
ristorante_variants_150/ristorante_045.wav;ristorante;531.771;3.318;3.463;3.385;3.203
ristorante_variants_150/ristorante_046.wav;ristorante;577.68;5.975;5.577;3.93;5.151
ristorante_variants_150/ristorante_047.wav;ristorante;418.708;5.743;4.133;3.238;4.49
ristorante_variants_150/ristorante_048.wav;ristorante;517.05;6.766;6.183;4.4;6.355
ristorante_variants_150/ristorante_049.wav;ristorante;529.474;6.157;5.148;3.912;5.459
ristorante_variants_150/ristorante_050.wav;ristorante;481.215;5.595;4.395;2.844;5.057
ristorante_variants_150/ristorante_051.wav;ristorante;535.802;8.294;7.051;4.233;6.498
ristorante_variants_150/ristorante_052.wav;ristorante;507.837;6.611;4.929;3.697;5.236
ristorante_variants_150/ristorante_053.wav;ristorante;479.442;9.228;6.361;4.123;9.193
ristorante_variants_150/ristorante_054.wav;ristorante;541.591;9.09;6.296;4.434;9.542
ristorante_variants_150/ristorante_055.wav;ristorante;500.529;7.125;5.704;4.461;5.943
ristorante_variants_150/ristorante_056.wav;ristorante;536.271;6.466;5.96;3.132;6.472
ristorante_variants_150/ristorante_057.wav;ristorante;537.973;9.584;5.773;3.887;9.293
ristorante_variants_150/ristorante_058.wav;ristorante;453.444;7.838;5.903;3.601;7.307
ristorante_variants_150/ristorante_059.wav;ristorante;459.926;4.792;4.297;2.82;4.636
ristorante_variants_150/ristorante_060.wav;ristorante;549.949;8.053;6.008;4.343;7.74
ristorante_variants_150/ristorante_061.wav;ristorante;622.754;7.693;6.069;4.23;7.315
ristorante_variants_150/ristorante_062.wav;ristorante;479.585;4.951;3.961;3.051;4.716
ristorante_variants_150/ristorante_063.wav;ristorante;489.356;7.717;7.263;5.33;7.078
ristorante_variants_150/ristorante_064.wav;ristorante;469.522;6.484;5.087;3.553;5.999
ristorante_variants_150/ristorante_065.wav;ristorante;618.972;8.14;4.907;3.853;6.218
ristorante_variants_150/ristorante_066.wav;ristorante;488.331;5.247;4.46;3.503;4.769
ristorante_variants_150/ristorante_067.wav;ristorante;470.474;3.781;3.364;2.387;2.835
ristorante_variants_150/ristorante_068.wav;ristorante;633.306;8.924;6.952;4.751;8.066
ristorante_variants_150/ristorante_069.wav;ristorante;603.059;8.485;7.93;5.903;8.296
ristorante_variants_150/ristorante_070.wav;ristorante;571.489;7.271;6.675;4.588;6.653
ristorante_variants_150/ristorante_071.wav;ristorante;551.016;8.287;6.321;4.464;7.993
ristorante_variants_150/ristorante_072.wav;ristorante;625.981;7.791;5.48;3.623;7.341
ristorante_variants_150/ristorante_073.wav;ristorante;482.607;6.507;5.484;4.981;6.52
ristorante_variants_150/ristorante_074.wav;ristorante;502.811;7.468;6.232;4.126;7.11
ristorante_variants_150/ristorante_075.wav;ristorante;588.403;8.412;5.059;3.366;8.014
ristorante_variants_150/ristorante_076.wav;ristorante;556.445;10.228;7.282;4.832;11.072
ristorante_variants_150/ristorante_078.wav;ristorante;551.491;7.95;5.289;3.589;7.957
ristorante_variants_150/ristorante_079.wav;ristorante;503.095;5.904;5.104;3.752;4.53
ristorante_variants_150/ristorante_080.wav;ristorante;623.615;7.187;5.388;3.233;6.923
ristorante_variants_150/ristorante_081.wav;ristorante;472.054;9.229;6.671;4.342;10.211
ristorante_variants_150/ristorante_082.wav;ristorante;462.331;9.273;6.621;4.628;8.592
ristorante_variants_150/ristorante_083.wav;ristorante;454.559;5.897;5.214;3.859;5.209
ristorante_variants_150/ristorante_084.wav;ristorante;584.122;8.681;6.698;4.928;8.115
ristorante_variants_150/ristorante_085.wav;ristorante;500.409;6.832;5.654;3.821;5.911
ristorante_variants_150/ristorante_086.wav;ristorante;402.309;6.773;6.439;4.142;5.953
ristorante_variants_150/ristorante_087.wav;ristorante;517.998;5.15;5.13;3.798;4.578
ristorante_variants_150/ristorante_088.wav;ristorante;571.032;8.381;7.073;4.504;7.86
ristorante_variants_150/ristorante_089.wav;ristorante;419.588;8.126;5.273;3.567;7.15
